MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,CRS_DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,CRS_ARR_TIME,CANCELLED,CRS_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP
5,1,4,AA,CLT,NC,SEA,WA,0937,31.00,31.00,1.00,2,1233,0.00,356.00,2279.00,10
5,1,4,AA,CLT,NC,SEA,WA,1635,38.00,38.00,1.00,2,1925,0.00,350.00,2279.00,10
5,1,4,AA,CLT,NC,SEA,WA,1818,5.00,5.00,0.00,0,2104,0.00,346.00,2279.00,10
5,1,4,AA,DFW,TX,GEG,WA,1955,94.00,94.00,1.00,6,2138,0.00,223.00,1477.00,6
5,1,4,AA,DFW,TX,SEA,WA,0700,-5.00,0.00,0.00,-1,0929,0.00,269.00,1660.00,7
5,1,4,AA,DFW,TX,SEA,WA,0829,-1.00,0.00,0.00,-1,1100,0.00,271.00,1660.00,7
5,1,4,AA,DFW,TX,SEA,WA,1026,-6.00,0.00,0.00,-1,1301,0.00,275.00,1660.00,7
5,1,4,AA,DFW,TX,SEA,WA,1316,98.00,98.00,1.00,6,1537,0.00,261.00,1660.00,7
5,1,4,AA,DFW,TX,SEA,WA,1638,0.00,0.00,0.00,0,1900,0.00,262.00,1660.00,7
5,1,4,AA,DFW,TX,SEA,WA,1850,17.00,17.00,1.00,1,2114,0.00,264.00,1660.00,7
5,1,4,AA,DFW,TX,SEA,WA,2042,17.00,17.00,1.00,1,2301,0.00,259.00,1660.00,7
5,1,4,AA,DFW,TX,SEA,WA,2230,21.00,21.00,1.00,1,0051,0.00,261.00,1660.00,7
5,1,4,AA,GEG,WA,DFW,TX,0534,-7.00,0.00,0.00,-1,1104,0.00,210.00,1477.00,6
5,1,4,AA,GEG,WA,PHX,AZ,0627,-6.00,0.00,0.00,-1,0905,0.00,158.00,1020.00,5
5,1,4,AA,GEG,WA,PHX,AZ,1521,-9.00,0.00,0.00,-1,1756,0.00,155.00,1020.00,5
5,1,4,AA,MIA,FL,SEA,WA,1947,-4.00,0.00,0.00,-1,2339,0.00,412.00,2724.00,11
5,1,4,AA,ORD,IL,SEA,WA,0735,-5.00,0.00,0.00,-1,1015,0.00,280.00,1721.00,7
5,1,4,AA,ORD,IL,SEA,WA,1005,-2.00,0.00,0.00,-1,1243,0.00,278.00,1721.00,7
5,1,4,AA,ORD,IL,SEA,WA,2025,67.00,67.00,1.00,4,2309,0.00,284.00,1721.00,7
5,1,4,AA,PHL,PA,SEA,WA,1846,-2.00,0.00,0.00,-1,2159,0.00,373.00,2378.00,10
5,1,4,AA,PHX,AZ,GEG,WA,1055,-5.00,0.00,0.00,-1,1338,0.00,163.00,1020.00,5
5,1,4,AA,PHX,AZ,GEG,WA,2024,-7.00,0.00,0.00,-1,2259,0.00,155.00,1020.00,5
5,1,4,AA,SEA,WA,CLT,NC,0720,-6.00,0.00,0.00,-1,1527,0.00,307.00,2279.00,10
5,1,4,AA,SEA,WA,CLT,NC,1335,3.00,3.00,0.00,0,2139,0.00,304.00,2279.00,10
5,1,4,AA,SEA,WA,CLT,NC,2205,-5.00,0.00,0.00,-1,0609,0.00,304.00,2279.00,10
5,1,4,AA,SEA,WA,DFW,TX,0059,11.00,11.00,0.00,0,0654,0.00,235.00,1660.00,7
5,1,4,AA,SEA,WA,DFW,TX,0522,-9.00,0.00,0.00,-1,1114,0.00,232.00,1660.00,7
5,1,4,AA,SEA,WA,DFW,TX,0658,-6.00,0.00,0.00,-1,1250,0.00,232.00,1660.00,7
5,1,4,AA,SEA,WA,DFW,TX,1022,-1.00,0.00,0.00,-1,1616,0.00,234.00,1660.00,7
5,1,4,AA,SEA,WA,DFW,TX,1154,-2.00,0.00,0.00,-1,1749,0.00,235.00,1660.00,7
5,1,4,AA,SEA,WA,DFW,TX,1351,-6.00,0.00,0.00,-1,1950,0.00,239.00,1660.00,7
5,1,4,AA,SEA,WA,DFW,TX,1627,101.00,101.00,1.00,6,2220,0.00,233.00,1660.00,7
5,1,4,AA,SEA,WA,DFW,TX,2359,17.00,17.00,1.00,1,0557,0.00,238.00,1660.00,7
5,1,4,AA,SEA,WA,MIA,FL,2210,6.00,6.00,0.00,0,0705,0.00,355.00,2724.00,11
5,1,4,AA,SEA,WA,ORD,IL,1120,-4.00,0.00,0.00,-1,1724,0.00,244.00,1721.00,7
5,1,4,AA,SEA,WA,ORD,IL,1335,-6.00,0.00,0.00,-1,1940,0.00,245.00,1721.00,7
5,1,4,AA,SEA,WA,ORD,IL,2359,37.00,37.00,1.00,2,0604,0.00,245.00,1721.00,7
5,1,4,AA,SEA,WA,PHL,PA,2259,-6.00,0.00,0.00,-1,0706,0.00,307.00,2378.00,10
5,1,4,AS,ABQ,NM,SEA,WA,0800,-10.00,0.00,0.00,-1,1015,0.00,195.00,1180.00,5
5,1,4,AS,ABQ,NM,SEA,WA,1638,18.00,18.00,1.00,1,1859,0.00,201.00,1180.00,5
5,1,4,AS,ANC,AK,SEA,WA,0031,-6.00,0.00,0.00,-1,0500,0.00,209.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,0055,-12.00,0.00,0.00,-1,0524,0.00,209.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,0131,1.00,1.00,0.00,0,0600,0.00,209.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,0155,-9.00,0.00,0.00,-1,0624,0.00,209.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,0231,-2.00,0.00,0.00,-1,0700,0.00,209.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,0500,-7.00,0.00,0.00,-1,0925,0.00,205.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,0600,-2.00,0.00,0.00,-1,1032,0.00,212.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,0700,-9.00,0.00,0.00,-1,1130,0.00,210.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,0900,-2.00,0.00,0.00,-1,1332,0.00,212.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,1000,-6.00,0.00,0.00,-1,1432,0.00,212.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,1100,-6.00,0.00,0.00,-1,1532,0.00,212.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,1220,-10.00,0.00,0.00,-1,1651,0.00,211.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,1340,-8.00,0.00,0.00,-1,1811,0.00,211.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,1430,-11.00,0.00,0.00,-1,1900,0.00,210.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,1510,-9.00,0.00,0.00,-1,1940,0.00,210.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,1630,-14.00,0.00,0.00,-1,2100,0.00,210.00,1448.00,6
5,1,4,AS,ANC,AK,SEA,WA,1725,-11.00,0.00,0.00,-1,2155,0.00,210.00,1448.00,6
5,1,4,AS,ATL,GA,SEA,WA,0800,25.00,25.00,1.00,1,1031,0.00,331.00,2182.00,9
5,1,4,AS,ATL,GA,SEA,WA,1753,23.00,23.00,1.00,1,2026,0.00,333.00,2182.00,9
5,1,4,AS,AUS,TX,SEA,WA,0730,6.00,6.00,0.00,0,1008,0.00,278.00,1770.00,8
5,1,4,AS,AUS,TX,SEA,WA,1327,9.00,9.00,0.00,0,1606,0.00,279.00,1770.00,8
5,1,4,AS,AUS,TX,SEA,WA,1927,97.00,97.00,1.00,6,2200,0.00,273.00,1770.00,8
5,1,4,AS,BNA,TN,SEA,WA,0710,-6.00,0.00,0.00,-1,1019,0.00,309.00,1978.00,8
5,1,4,AS,BNA,TN,SEA,WA,0940,4.00,4.00,0.00,0,1249,0.00,309.00,1978.00,8
5,1,4,AS,BNA,TN,SEA,WA,1752,28.00,28.00,1.00,1,2100,0.00,308.00,1978.00,8
5,1,4,AS,BOI,ID,SEA,WA,0630,-8.00,0.00,0.00,-1,0707,0.00,97.00,399.00,2
5,1,4,AS,BOI,ID,SEA,WA,1441,-7.00,0.00,0.00,-1,1510,0.00,89.00,399.00,2
5,1,4,AS,BOS,MA,SEA,WA,0700,-5.00,0.00,0.00,-1,1013,0.00,373.00,2496.00,10
5,1,4,AS,BOS,MA,SEA,WA,1000,-9.00,0.00,0.00,-1,1310,0.00,370.00,2496.00,10
5,1,4,AS,BOS,MA,SEA,WA,1720,-6.00,0.00,0.00,-1,2034,0.00,374.00,2496.00,10
5,1,4,AS,BUR,CA,SEA,WA,0700,-8.00,0.00,0.00,-1,0943,0.00,163.00,937.00,4
5,1,4,AS,BUR,CA,SEA,WA,1154,1.00,1.00,0.00,0,1440,0.00,166.00,937.00,4
5,1,4,AS,BUR,CA,SEA,WA,1417,4.00,4.00,0.00,0,1700,0.00,163.00,937.00,4
5,1,4,AS,BUR,CA,SEA,WA,1623,-3.00,0.00,0.00,-1,1906,0.00,163.00,937.00,4
5,1,4,AS,BUR,CA,SEA,WA,1911,-7.00,0.00,0.00,-1,2153,0.00,162.00,937.00,4
5,1,4,AS,BWI,MD,SEA,WA,0706,7.00,7.00,0.00,0,0945,0.00,339.00,2335.00,10
5,1,4,AS,BWI,MD,SEA,WA,1905,25.00,25.00,1.00,1,2145,0.00,340.00,2335.00,10
5,1,4,AS,BZN,MT,SEA,WA,1454,-7.00,0.00,0.00,-1,1549,0.00,115.00,543.00,3
5,1,4,AS,CHS,SC,SEA,WA,1854,30.00,30.00,1.00,2,2200,0.00,366.00,2415.00,10
5,1,4,AS,CLE,OH,SEA,WA,1941,83.00,83.00,1.00,5,2142,0.00,301.00,2021.00,9
5,1,4,AS,CMH,OH,SEA,WA,1831,5.00,5.00,0.00,0,2035,0.00,304.00,2016.00,9
5,1,4,AS,CVG,KY,SEA,WA,1948,-4.00,0.00,0.00,-1,2152,0.00,304.00,1965.00,8
5,1,4,AS,DAL,TX,SEA,WA,1823,9.00,9.00,0.00,0,2044,0.00,261.00,1670.00,7
5,1,4,AS,DCA,VA,SEA,WA,0800,48.00,48.00,1.00,3,1040,0.00,340.00,2329.00,10
5,1,4,AS,DCA,VA,SEA,WA,1738,166.00,166.00,1.00,11,2035,0.00,357.00,2329.00,10
5,1,4,AS,DEN,CO,SEA,WA,0700,-3.00,0.00,0.00,-1,0900,0.00,180.00,1024.00,5
5,1,4,AS,DEN,CO,SEA,WA,1155,2.00,2.00,0.00,0,1351,0.00,176.00,1024.00,5
5,1,4,AS,DEN,CO,SEA,WA,1439,13.00,13.00,0.00,0,1635,0.00,176.00,1024.00,5
5,1,4,AS,DEN,CO,SEA,WA,1955,-1.00,0.00,0.00,-1,2155,0.00,180.00,1024.00,5
5,1,4,AS,DFW,TX,SEA,WA,0800,-6.00,0.00,0.00,-1,1024,0.00,264.00,1660.00,7
5,1,4,AS,DFW,TX,SEA,WA,1000,-7.00,0.00,0.00,-1,1228,0.00,268.00,1660.00,7
5,1,4,AS,DFW,TX,SEA,WA,1422,-5.00,0.00,0.00,-1,1645,0.00,263.00,1660.00,7
5,1,4,AS,DFW,TX,SEA,WA,1803,0.00,0.00,0.00,0,2029,0.00,266.00,1660.00,7
5,1,4,AS,DFW,TX,SEA,WA,1933,0.00,0.00,0.00,0,2200,0.00,267.00,1660.00,7
5,1,4,AS,DTW,MI,SEA,WA,0700,12.00,12.00,0.00,0,0857,0.00,297.00,1927.00,8
5,1,4,AS,DTW,MI,SEA,WA,1713,2.00,2.00,0.00,0,1910,0.00,297.00,1927.00,8
5,1,4,AS,EUG,OR,SEA,WA,0824,-7.00,0.00,0.00,-1,0930,0.00,66.00,234.00,1
5,1,4,AS,EWR,NJ,SEA,WA,0700,-5.00,0.00,0.00,-1,1001,0.00,361.00,2402.00,10
5,1,4,AS,EWR,NJ,SEA,WA,1600,,,,,1905,1.00,365.00,2402.00,10
5,1,4,AS,EWR,NJ,SEA,WA,1800,438.00,438.00,1.00,12,2108,0.00,368.00,2402.00,10
5,1,4,AS,FAI,AK,SEA,WA,0130,-9.00,0.00,0.00,-1,0605,0.00,215.00,1533.00,7
5,1,4,AS,FAI,AK,SEA,WA,0600,-8.00,0.00,0.00,-1,1045,0.00,225.00,1533.00,7
5,1,4,AS,FAI,AK,SEA,WA,1211,-15.00,0.00,0.00,-1,1654,0.00,223.00,1533.00,7
5,1,4,AS,FAI,AK,SEA,WA,1551,-22.00,0.00,0.00,-2,2035,0.00,224.00,1533.00,7
5,1,4,AS,FAT,CA,SEA,WA,1944,2.00,2.00,0.00,0,2159,0.00,135.00,748.00,3
5,1,4,AS,FLL,FL,SEA,WA,0700,1.00,1.00,0.00,0,1037,0.00,397.00,2717.00,11
5,1,4,AS,FLL,FL,SEA,WA,1813,7.00,7.00,0.00,0,2200,0.00,407.00,2717.00,11
5,1,4,AS,GEG,WA,LAX,CA,0700,-5.00,0.00,0.00,-1,0945,0.00,165.00,945.00,4
5,1,4,AS,GEG,WA,SEA,WA,0600,-14.00,0.00,0.00,-1,0707,0.00,67.00,224.00,1
5,1,4,AS,GEG,WA,SEA,WA,0700,-10.00,0.00,0.00,-1,0806,0.00,66.00,224.00,1
5,1,4,AS,GEG,WA,SEA,WA,0803,-3.00,0.00,0.00,-1,0910,0.00,67.00,224.00,1
5,1,4,AS,GEG,WA,SEA,WA,1325,68.00,68.00,1.00,4,1430,0.00,65.00,224.00,1
5,1,4,AS,GEG,WA,SEA,WA,1749,-2.00,0.00,0.00,-1,1854,0.00,65.00,224.00,1
5,1,4,AS,HNL,HI,SEA,WA,1000,-1.00,0.00,0.00,-1,1854,0.00,354.00,2677.00,11
5,1,4,AS,HNL,HI,SEA,WA,1448,-5.00,0.00,0.00,-1,2344,0.00,356.00,2677.00,11
5,1,4,AS,IAD,VA,SEA,WA,0630,-13.00,0.00,0.00,-1,0913,0.00,343.00,2306.00,10
5,1,4,AS,IAD,VA,SEA,WA,1000,-6.00,0.00,0.00,-1,1240,0.00,340.00,2306.00,10
5,1,4,AS,IAD,VA,SEA,WA,1913,4.00,4.00,0.00,0,2200,0.00,347.00,2306.00,10
5,1,4,AS,IAH,TX,SEA,WA,0630,-8.00,0.00,0.00,-1,0914,0.00,284.00,1874.00,8
5,1,4,AS,IAH,TX,SEA,WA,1909,2.00,2.00,0.00,0,2158,0.00,289.00,1874.00,8
5,1,4,AS,IND,IN,SEA,WA,0700,60.00,60.00,1.00,4,0841,0.00,281.00,1866.00,8
5,1,4,AS,IND,IN,SEA,WA,1832,21.00,21.00,1.00,1,2019,0.00,287.00,1866.00,8
5,1,4,AS,JFK,NY,SEA,WA,0720,53.00,53.00,1.00,3,1027,0.00,367.00,2422.00,10
5,1,4,AS,JFK,NY,SEA,WA,1130,-6.00,0.00,0.00,-1,1437,0.00,367.00,2422.00,10
5,1,4,AS,JFK,NY,SEA,WA,1630,9.00,9.00,0.00,0,1941,0.00,371.00,2422.00,10
5,1,4,AS,JFK,NY,SEA,WA,1729,28.00,28.00,1.00,1,2040,0.00,371.00,2422.00,10
5,1,4,AS,JNU,AK,SEA,WA,0720,-3.00,0.00,0.00,-1,1040,0.00,140.00,909.00,4
5,1,4,AS,JNU,AK,SEA,WA,1410,-5.00,0.00,0.00,-1,1733,0.00,143.00,909.00,4
5,1,4,AS,JNU,AK,SEA,WA,1835,-19.00,0.00,0.00,-2,2159,0.00,144.00,909.00,4
5,1,4,AS,KOA,HI,SEA,WA,0800,-1.00,0.00,0.00,-1,1652,0.00,352.00,2688.00,11
5,1,4,AS,KOA,HI,SEA,WA,1242,2.00,2.00,0.00,0,2134,0.00,352.00,2688.00,11
5,1,4,AS,KOA,HI,SEA,WA,2133,-9.00,0.00,0.00,-1,0620,0.00,347.00,2688.00,11
5,1,4,AS,KTN,AK,SEA,WA,0847,5.00,5.00,0.00,0,1140,0.00,113.00,680.00,3
5,1,4,AS,KTN,AK,SEA,WA,1309,-23.00,0.00,0.00,-2,1603,0.00,114.00,680.00,3
5,1,4,AS,KTN,AK,SEA,WA,1737,-11.00,0.00,0.00,-1,2034,0.00,117.00,680.00,3
5,1,4,AS,LAS,NV,PAE,WA,1506,13.00,13.00,0.00,0,1754,0.00,168.00,894.00,4
5,1,4,AS,LAS,NV,SEA,WA,0600,-11.00,0.00,0.00,-1,0840,0.00,160.00,867.00,4
5,1,4,AS,LAS,NV,SEA,WA,0745,-19.00,0.00,0.00,-2,1029,0.00,164.00,867.00,4
5,1,4,AS,LAS,NV,SEA,WA,1008,-8.00,0.00,0.00,-1,1255,0.00,167.00,867.00,4
5,1,4,AS,LAS,NV,SEA,WA,1200,6.00,6.00,0.00,0,1448,0.00,168.00,867.00,4
5,1,4,AS,LAS,NV,SEA,WA,1400,-5.00,0.00,0.00,-1,1648,0.00,168.00,867.00,4
5,1,4,AS,LAS,NV,SEA,WA,1554,0.00,0.00,0.00,0,1841,0.00,167.00,867.00,4
5,1,4,AS,LAS,NV,SEA,WA,1734,0.00,0.00,0.00,0,2020,0.00,166.00,867.00,4
5,1,4,AS,LAS,NV,SEA,WA,1914,-4.00,0.00,0.00,-1,2200,0.00,166.00,867.00,4
5,1,4,AS,LAS,NV,SEA,WA,2104,-5.00,0.00,0.00,-1,2349,0.00,165.00,867.00,4
5,1,4,AS,LAX,CA,GEG,WA,1950,23.00,23.00,1.00,1,2229,0.00,159.00,945.00,4
5,1,4,AS,LAX,CA,SEA,WA,0700,-8.00,0.00,0.00,-1,0950,0.00,170.00,954.00,4
5,1,4,AS,LAX,CA,SEA,WA,0800,-1.00,0.00,0.00,-1,1058,0.00,178.00,954.00,4
5,1,4,AS,LAX,CA,SEA,WA,0900,7.00,7.00,0.00,0,1153,0.00,173.00,954.00,4
5,1,4,AS,LAX,CA,SEA,WA,1000,4.00,4.00,0.00,0,1250,0.00,170.00,954.00,4
5,1,4,AS,LAX,CA,SEA,WA,1200,-7.00,0.00,0.00,-1,1453,0.00,173.00,954.00,4
5,1,4,AS,LAX,CA,SEA,WA,1356,-6.00,0.00,0.00,-1,1649,0.00,173.00,954.00,4
5,1,4,AS,LAX,CA,SEA,WA,1508,-8.00,0.00,0.00,-1,1758,0.00,170.00,954.00,4
5,1,4,AS,LAX,CA,SEA,WA,1608,-12.00,0.00,0.00,-1,1859,0.00,171.00,954.00,4
5,1,4,AS,LAX,CA,SEA,WA,1745,-7.00,0.00,0.00,-1,2035,0.00,170.00,954.00,4
5,1,4,AS,LAX,CA,SEA,WA,1959,-8.00,0.00,0.00,-1,2252,0.00,173.00,954.00,4
5,1,4,AS,LAX,CA,SEA,WA,2105,9.00,9.00,0.00,0,2355,0.00,170.00,954.00,4
5,1,4,AS,LIH,HI,SEA,WA,1139,4.00,4.00,0.00,0,2035,0.00,356.00,2701.00,11
5,1,4,AS,LIH,HI,SEA,WA,2232,-5.00,0.00,0.00,-1,0715,0.00,343.00,2701.00,11
5,1,4,AS,MCI,MO,SEA,WA,0700,,,,,0858,1.00,238.00,1489.00,6
5,1,4,AS,MCI,MO,SEA,WA,1459,11.00,11.00,0.00,0,1654,0.00,235.00,1489.00,6
5,1,4,AS,MCO,FL,SEA,WA,0709,9.00,9.00,0.00,0,1034,0.00,385.00,2554.00,11
5,1,4,AS,MCO,FL,SEA,WA,1624,31.00,31.00,1.00,2,1956,0.00,392.00,2554.00,11
5,1,4,AS,MCO,FL,SEA,WA,1823,18.00,18.00,1.00,1,2155,0.00,392.00,2554.00,11
5,1,4,AS,MIA,FL,SEA,WA,1801,45.00,45.00,1.00,3,2159,0.00,418.00,2724.00,11
5,1,4,AS,MKE,WI,SEA,WA,1506,-5.00,0.00,0.00,-1,1724,0.00,258.00,1694.00,7
5,1,4,AS,MSO,MT,SEA,WA,1454,69.00,69.00,1.00,4,1527,0.00,93.00,389.00,2
5,1,4,AS,MSP,MN,SEA,WA,0700,-4.00,0.00,0.00,-1,0848,0.00,228.00,1399.00,6
5,1,4,AS,MSP,MN,SEA,WA,1500,3.00,3.00,0.00,0,1645,0.00,225.00,1399.00,6
5,1,4,AS,MSY,LA,SEA,WA,0715,-4.00,0.00,0.00,-1,1034,0.00,319.00,2086.00,9
5,1,4,AS,MSY,LA,SEA,WA,1550,-6.00,0.00,0.00,-1,1910,0.00,320.00,2086.00,9
5,1,4,AS,OAK,CA,SEA,WA,0600,-6.00,0.00,0.00,-1,0805,0.00,125.00,672.00,3
5,1,4,AS,OAK,CA,SEA,WA,1643,-7.00,0.00,0.00,-1,1845,0.00,122.00,672.00,3
5,1,4,AS,OGG,HI,SEA,WA,0800,-9.00,0.00,0.00,-1,1650,0.00,350.00,2640.00,11
5,1,4,AS,OGG,HI,SEA,WA,1305,-11.00,0.00,0.00,-1,2155,0.00,350.00,2640.00,11
5,1,4,AS,OGG,HI,SEA,WA,2200,-6.00,0.00,0.00,-1,0636,0.00,336.00,2640.00,11
5,1,4,AS,OKC,OK,SEA,WA,1500,8.00,8.00,0.00,0,1658,0.00,238.00,1519.00,7
5,1,4,AS,OMA,NE,SEA,WA,1525,11.00,11.00,0.00,0,1700,0.00,215.00,1368.00,6
5,1,4,AS,ONT,CA,SEA,WA,0600,-5.00,0.00,0.00,-1,0846,0.00,166.00,956.00,4
5,1,4,AS,ONT,CA,SEA,WA,1146,20.00,20.00,1.00,1,1431,0.00,165.00,956.00,4
5,1,4,AS,ONT,CA,SEA,WA,1629,-8.00,0.00,0.00,-1,1910,0.00,161.00,956.00,4
5,1,4,AS,ONT,CA,SEA,WA,1824,-3.00,0.00,0.00,-1,2100,0.00,156.00,956.00,4
5,1,4,AS,ORD,IL,SEA,WA,0600,38.00,38.00,1.00,2,0830,0.00,270.00,1721.00,7
5,1,4,AS,ORD,IL,SEA,WA,0900,-5.00,0.00,0.00,-1,1132,0.00,272.00,1721.00,7
5,1,4,AS,ORD,IL,SEA,WA,1100,-4.00,0.00,0.00,-1,1332,0.00,272.00,1721.00,7
5,1,4,AS,ORD,IL,SEA,WA,1544,4.00,4.00,0.00,0,1821,0.00,277.00,1721.00,7
5,1,4,AS,ORD,IL,SEA,WA,1756,15.00,15.00,1.00,1,2032,0.00,276.00,1721.00,7
5,1,4,AS,ORD,IL,SEA,WA,1919,-9.00,0.00,0.00,-1,2200,0.00,281.00,1721.00,7
5,1,4,AS,PAE,WA,LAS,NV,1850,-3.00,0.00,0.00,-1,2123,0.00,153.00,894.00,4
5,1,4,AS,PAE,WA,PHX,AZ,0715,-13.00,0.00,0.00,-1,1002,0.00,167.00,1133.00,5
5,1,4,AS,PAE,WA,PHX,AZ,1359,-10.00,0.00,0.00,-1,1646,0.00,167.00,1133.00,5
5,1,4,AS,PDX,OR,SEA,WA,0600,-5.00,0.00,0.00,-1,0658,0.00,58.00,129.00,1
5,1,4,AS,PDX,OR,SEA,WA,0935,-9.00,0.00,0.00,-1,1032,0.00,57.00,129.00,1
5,1,4,AS,PHL,PA,SEA,WA,0704,-12.00,0.00,0.00,-1,0959,0.00,355.00,2378.00,10
5,1,4,AS,PHL,PA,SEA,WA,1853,22.00,22.00,1.00,1,2200,0.00,367.00,2378.00,10
5,1,4,AS,PHX,AZ,PAE,WA,0949,-11.00,0.00,0.00,-1,1259,0.00,190.00,1133.00,5
5,1,4,AS,PHX,AZ,PAE,WA,1943,6.00,6.00,0.00,0,2249,0.00,186.00,1133.00,5
5,1,4,AS,PHX,AZ,SEA,WA,0600,-9.00,0.00,0.00,-1,0910,0.00,190.00,1107.00,5
5,1,4,AS,PHX,AZ,SEA,WA,0700,-6.00,0.00,0.00,-1,1011,0.00,191.00,1107.00,5
5,1,4,AS,PHX,AZ,SEA,WA,1033,23.00,23.00,1.00,1,1343,0.00,190.00,1107.00,5
5,1,4,AS,PHX,AZ,SEA,WA,1148,-8.00,0.00,0.00,-1,1455,0.00,187.00,1107.00,5
5,1,4,AS,PHX,AZ,SEA,WA,1350,20.00,20.00,1.00,1,1658,0.00,188.00,1107.00,5
5,1,4,AS,PHX,AZ,SEA,WA,1508,6.00,6.00,0.00,0,1818,0.00,190.00,1107.00,5
5,1,4,AS,PHX,AZ,SEA,WA,1700,-16.00,0.00,0.00,-2,2010,0.00,190.00,1107.00,5
5,1,4,AS,PHX,AZ,SEA,WA,1816,12.00,12.00,0.00,0,2123,0.00,187.00,1107.00,5
5,1,4,AS,PHX,AZ,SEA,WA,2051,-2.00,0.00,0.00,-1,2359,0.00,188.00,1107.00,5
5,1,4,AS,PIT,PA,SEA,WA,1939,4.00,4.00,0.00,0,2153,0.00,314.00,2125.00,9
5,1,4,AS,PSC,WA,SEA,WA,0821,12.00,12.00,0.00,0,0922,0.00,61.00,172.00,1
5,1,4,AS,PSP,CA,SEA,WA,0900,-6.00,0.00,0.00,-1,1154,0.00,174.00,987.00,4
5,1,4,AS,PSP,CA,SEA,WA,1203,-11.00,0.00,0.00,-1,1455,0.00,172.00,987.00,4
5,1,4,AS,PSP,CA,SEA,WA,1407,19.00,19.00,1.00,1,1659,0.00,172.00,987.00,4
5,1,4,AS,PSP,CA,SEA,WA,1613,2.00,2.00,0.00,0,1907,0.00,174.00,987.00,4
5,1,4,AS,PSP,CA,SEA,WA,1811,-3.00,0.00,0.00,-1,2100,0.00,169.00,987.00,4
5,1,4,AS,RDM,OR,SEA,WA,0824,-7.00,0.00,0.00,-1,0936,0.00,72.00,228.00,1
5,1,4,AS,RDU,NC,SEA,WA,0720,-10.00,0.00,0.00,-1,1013,0.00,353.00,2354.00,10
5,1,4,AS,RDU,NC,SEA,WA,1805,13.00,13.00,0.00,0,2100,0.00,355.00,2354.00,10
5,1,4,AS,RNO,NV,SEA,WA,1406,8.00,8.00,0.00,0,1600,0.00,114.00,564.00,3
5,1,4,AS,SAN,CA,SEA,WA,0615,-16.00,0.00,0.00,-2,0923,0.00,188.00,1050.00,5
5,1,4,AS,SAN,CA,SEA,WA,0700,-8.00,0.00,0.00,-1,1008,0.00,188.00,1050.00,5
5,1,4,AS,SAN,CA,SEA,WA,0900,17.00,17.00,1.00,1,1208,0.00,188.00,1050.00,5
5,1,4,AS,SAN,CA,SEA,WA,1025,-5.00,0.00,0.00,-1,1330,0.00,185.00,1050.00,5
5,1,4,AS,SAN,CA,SEA,WA,1154,,,,,1500,1.00,186.00,1050.00,5
5,1,4,AS,SAN,CA,SEA,WA,1343,58.00,58.00,1.00,3,1650,0.00,187.00,1050.00,5
5,1,4,AS,SAN,CA,SEA,WA,1547,0.00,0.00,0.00,0,1850,0.00,183.00,1050.00,5
5,1,4,AS,SAN,CA,SEA,WA,1726,7.00,7.00,0.00,0,2028,0.00,182.00,1050.00,5
5,1,4,AS,SAN,CA,SEA,WA,1955,-10.00,0.00,0.00,-1,2259,0.00,184.00,1050.00,5
5,1,4,AS,SAT,TX,SEA,WA,0635,-3.00,0.00,0.00,-1,0900,0.00,265.00,1774.00,8
5,1,4,AS,SAT,TX,SEA,WA,1933,15.00,15.00,1.00,1,2200,0.00,267.00,1774.00,8
5,1,4,AS,SBA,CA,SEA,WA,1918,8.00,8.00,0.00,0,2152,0.00,154.00,908.00,4
5,1,4,AS,SBP,CA,SEA,WA,1914,-4.00,0.00,0.00,-1,2141,0.00,147.00,847.00,4
5,1,4,AS,SEA,WA,ABQ,NM,1145,-1.00,0.00,0.00,-1,1543,0.00,178.00,1180.00,5
5,1,4,AS,SEA,WA,ABQ,NM,2008,-6.00,0.00,0.00,-1,2359,0.00,171.00,1180.00,5
5,1,4,AS,SEA,WA,ANC,AK,0600,0.00,0.00,0.00,0,0836,0.00,216.00,1448.00,6
5,1,4,AS,SEA,WA,ANC,AK,0712,-3.00,0.00,0.00,-1,0954,0.00,222.00,1448.00,6
