MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_STATE_ABR,DEST,DEST_STATE_ABR,CRS_DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,CRS_ARR_TIME,CRS_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlyVisibility,HourlyWindSpeed
6,5,4,DL,SEA,WA,LAS,NV,16.3,-1.0,0.0,0.0,-1.0,18.85,153.0,867.0,4,50.0,77.0,39.0,10.0,10.0
6,5,4,DL,SEA,WA,LAS,NV,19.98,0.0,0.0,0.0,0.0,22.58,156.0,867.0,4,50.0,69.0,51.0,10.0,9.0
6,5,4,DL,SEA,WA,LAX,CA,7.33,-4.0,0.0,0.0,-1.0,10.13,168.0,954.0,4,51.0,57.0,81.0,10.0,6.0
6,5,4,DL,SEA,WA,LAX,CA,9.92,-10.0,0.0,0.0,-1.0,12.77,171.0,954.0,4,52.0,61.0,72.0,10.0,7.0
6,5,4,DL,SEA,WA,LAX,CA,11.92,-4.0,0.0,0.0,-1.0,14.78,172.0,954.0,4,52.0,68.0,57.0,10.0,9.0
6,5,4,DL,SEA,WA,LAX,CA,14.33,-11.0,0.0,0.0,-1.0,17.08,165.0,954.0,4,49.0,75.0,40.0,10.0,8.0
6,5,4,DL,SEA,WA,LAX,CA,17.83,-6.0,0.0,0.0,-1.0,20.58,165.0,954.0,4,49.0,75.0,40.0,10.0,14.0
6,5,4,DL,SEA,WA,LAX,CA,19.95,-10.0,0.0,0.0,-1.0,22.8,171.0,954.0,4,50.0,69.0,51.0,10.0,9.0
6,5,4,DL,SEA,WA,LAX,CA,21.42,-7.0,0.0,0.0,-1.0,0.13,163.0,954.0,4,50.0,66.0,56.0,10.0,11.0
6,5,4,DL,SEA,WA,LIH,HI,15.83,-5.0,0.0,0.0,-1.0,19.0,370.0,2701.0,11,50.0,75.0,41.0,10.0,11.0
6,5,4,DL,SEA,WA,MCI,MO,17.5,-3.0,0.0,0.0,-1.0,23.13,218.0,1489.0,6,49.0,75.0,40.0,10.0,14.0
6,5,4,DL,SEA,WA,MCO,FL,9.0,9.0,9.0,0.0,0.0,17.72,343.0,2554.0,11,52.0,61.0,72.0,10.0,7.0
6,5,4,DL,SEA,WA,MCO,FL,23.25,3.0,3.0,0.0,0.0,7.78,332.0,2554.0,11,50.0,65.0,59.0,10.0,9.0
6,5,4,DL,SEA,WA,MIA,FL,8.0,1.0,1.0,0.0,0.0,17.07,364.0,2724.0,11,52.0,58.0,81.0,10.0,5.0
6,5,4,DL,SEA,WA,MSP,MN,6.0,-8.0,0.0,0.0,-1.0,11.47,208.0,1399.0,6,51.0,54.0,90.0,5.0,0.0
6,5,4,DL,SEA,WA,MSP,MN,8.58,-4.0,0.0,0.0,-1.0,14.15,214.0,1399.0,6,52.0,58.0,81.0,10.0,5.0
6,5,4,DL,SEA,WA,MSP,MN,11.92,18.0,18.0,1.0,1.0,17.5,215.0,1399.0,6,52.0,68.0,57.0,10.0,9.0
6,5,4,DL,SEA,WA,MSP,MN,19.0,-4.0,0.0,0.0,-1.0,0.45,207.0,1399.0,6,50.0,69.0,51.0,10.0,9.0
6,5,4,DL,SEA,WA,MSP,MN,23.83,-7.0,0.0,0.0,-1.0,5.25,205.0,1399.0,6,50.0,65.0,59.0,10.0,9.0
6,5,4,DL,SEA,WA,OGG,HI,13.83,-8.0,0.0,0.0,-1.0,17.02,371.0,2640.0,11,49.0,73.0,43.0,10.0,8.0
6,5,4,DL,SEA,WA,ORD,IL,7.25,-9.0,0.0,0.0,-1.0,13.5,255.0,1721.0,7,51.0,57.0,81.0,10.0,6.0
6,5,4,DL,SEA,WA,ORD,IL,11.25,-8.0,0.0,0.0,-1.0,17.42,250.0,1721.0,7,52.0,68.0,57.0,10.0,9.0
6,5,4,DL,SEA,WA,ORD,IL,17.83,7.0,7.0,0.0,0.0,23.98,249.0,1721.0,7,49.0,75.0,40.0,10.0,14.0
6,5,4,DL,SEA,WA,PDX,OR,19.92,2.0,2.0,0.0,0.0,20.87,57.0,129.0,1,50.0,69.0,51.0,10.0,9.0
6,5,4,DL,SEA,WA,PHX,AZ,7.33,-6.0,0.0,0.0,-1.0,10.23,174.0,1107.0,5,51.0,57.0,81.0,10.0,6.0
6,5,4,DL,SEA,WA,PHX,AZ,9.83,-11.0,0.0,0.0,-1.0,12.83,180.0,1107.0,5,52.0,61.0,72.0,10.0,7.0
6,5,4,DL,SEA,WA,PHX,AZ,11.75,14.0,14.0,0.0,0.0,14.77,181.0,1107.0,5,52.0,68.0,57.0,10.0,9.0
6,5,4,DL,SEA,WA,PHX,AZ,15.38,-5.0,0.0,0.0,-1.0,18.23,171.0,1107.0,5,50.0,75.0,41.0,10.0,11.0
6,5,4,DL,SEA,WA,PHX,AZ,19.98,-6.0,0.0,0.0,-1.0,22.93,177.0,1107.0,5,50.0,69.0,51.0,10.0,9.0
6,5,4,DL,SEA,WA,RDU,NC,15.87,0.0,0.0,0.0,0.0,23.98,307.0,2354.0,10,50.0,75.0,41.0,10.0,11.0
6,5,4,DL,SEA,WA,SAN,CA,7.5,-11.0,0.0,0.0,-1.0,10.33,170.0,1050.0,5,51.0,57.0,81.0,10.0,6.0
6,5,4,DL,SEA,WA,SAN,CA,10.17,5.0,5.0,0.0,0.0,13.0,170.0,1050.0,5,53.0,65.0,66.0,10.0,9.0
6,5,4,DL,SEA,WA,SAN,CA,11.5,-11.0,0.0,0.0,-1.0,14.37,172.0,1050.0,5,52.0,68.0,57.0,10.0,9.0
6,5,4,DL,SEA,WA,SAN,CA,15.55,0.0,0.0,0.0,0.0,18.33,167.0,1050.0,5,50.0,75.0,41.0,10.0,11.0
6,5,4,DL,SEA,WA,SAN,CA,19.5,13.0,13.0,0.0,0.0,22.33,170.0,1050.0,5,50.0,69.0,51.0,10.0,9.0
6,5,4,DL,SEA,WA,SFO,CA,10.42,-11.0,0.0,0.0,-1.0,12.83,145.0,679.0,3,53.0,65.0,66.0,10.0,9.0
6,5,4,DL,SEA,WA,SFO,CA,21.83,-7.0,0.0,0.0,-1.0,0.07,134.0,679.0,3,50.0,66.0,56.0,10.0,11.0
6,5,4,DL,SEA,WA,SLC,UT,5.5,-8.0,0.0,0.0,-1.0,8.57,124.0,689.0,3,51.0,52.0,97.0,2.0,0.0
6,5,4,DL,SEA,WA,SLC,UT,7.17,-7.0,0.0,0.0,-1.0,10.25,125.0,689.0,3,51.0,57.0,81.0,10.0,6.0
6,5,4,DL,SEA,WA,SLC,UT,9.5,-13.0,0.0,0.0,-1.0,12.72,133.0,689.0,3,52.0,61.0,72.0,10.0,7.0
6,5,4,DL,SEA,WA,SLC,UT,11.25,-3.0,0.0,0.0,-1.0,14.33,125.0,689.0,3,52.0,68.0,57.0,10.0,9.0
6,5,4,DL,SEA,WA,SLC,UT,13.5,-1.0,0.0,0.0,-1.0,16.67,130.0,689.0,3,49.0,73.0,43.0,10.0,8.0
6,5,4,DL,SEA,WA,SLC,UT,17.83,0.0,0.0,0.0,0.0,21.0,130.0,689.0,3,49.0,75.0,40.0,10.0,14.0
6,5,4,DL,SEA,WA,SLC,UT,19.58,-8.0,0.0,0.0,-1.0,22.75,130.0,689.0,3,50.0,69.0,51.0,10.0,9.0
6,5,4,DL,SEA,WA,SNA,CA,7.5,-10.0,0.0,0.0,-1.0,10.33,170.0,978.0,4,51.0,57.0,81.0,10.0,6.0
6,5,4,DL,SEA,WA,SNA,CA,9.42,-6.0,0.0,0.0,-1.0,12.25,170.0,978.0,4,52.0,61.0,72.0,10.0,7.0
6,5,4,DL,SEA,WA,SNA,CA,15.33,-7.0,0.0,0.0,-1.0,18.02,161.0,978.0,4,50.0,75.0,41.0,10.0,11.0
6,5,4,DL,SEA,WA,TPA,FL,10.25,40.0,40.0,1.0,2.0,18.8,333.0,2520.0,11,53.0,65.0,66.0,10.0,9.0
6,5,4,F9,GEG,WA,DEN,CO,11.8,6.0,6.0,0.0,0.0,15.15,141.0,836.0,4,34.0,76.0,22.0,10.0,6.0
6,5,4,F9,SEA,WA,DEN,CO,6.42,-4.0,0.0,0.0,-1.0,10.2,167.0,1024.0,5,51.0,54.0,90.0,5.0,0.0
6,5,4,F9,SEA,WA,DEN,CO,19.2,84.0,84.0,1.0,5.0,23.08,173.0,1024.0,5,50.0,69.0,51.0,10.0,9.0
6,5,4,F9,SEA,WA,LAS,NV,15.18,39.0,39.0,1.0,2.0,17.83,159.0,867.0,4,50.0,75.0,41.0,10.0,11.0
6,5,4,F9,SEA,WA,ONT,CA,13.83,-9.0,0.0,0.0,-1.0,16.5,160.0,956.0,4,49.0,73.0,43.0,10.0,8.0
6,5,4,F9,SEA,WA,PHX,AZ,12.3,11.0,11.0,0.0,0.0,15.3,180.0,1107.0,5,51.0,71.0,49.0,10.0,13.0
6,5,4,G4,BLI,WA,AZA,AZ,7.5,-12.0,0.0,0.0,-1.0,10.57,184.0,1208.0,5,55.0,61.0,81.0,10.0,0.0
6,5,4,G4,BLI,WA,LAS,NV,6.0,-15.0,0.0,0.0,-1.0,8.57,154.0,954.0,4,53.0,57.0,87.0,10.0,0.0
6,5,4,G4,BLI,WA,LAS,NV,12.97,-8.0,0.0,0.0,-1.0,15.53,154.0,954.0,4,53.0,69.0,57.0,10.0,7.0
6,5,4,G4,BLI,WA,LAX,CA,15.23,-5.0,0.0,0.0,-1.0,18.0,166.0,1047.0,5,54.0,71.0,55.0,10.0,5.0
6,5,4,G4,GEG,WA,LAS,NV,9.58,17.0,17.0,1.0,1.0,11.9,139.0,806.0,4,40.0,72.0,31.0,10.0,3.0
6,5,4,G4,GEG,WA,SNA,CA,13.73,-3.0,0.0,0.0,-1.0,16.42,161.0,962.0,4,34.0,77.0,21.0,10.0,0.0
6,5,4,G4,PSC,WA,AZA,AZ,19.13,110.0,110.0,1.0,7.0,21.62,149.0,977.0,4,43.0,79.0,28.0,10.0,0.0
6,5,4,HA,SEA,WA,HNL,HI,8.42,6.0,6.0,0.0,0.0,11.67,375.0,2677.0,11,52.0,58.0,81.0,10.0,5.0
6,5,4,HA,SEA,WA,HNL,HI,11.42,28.0,28.0,1.0,1.0,14.67,375.0,2677.0,11,52.0,68.0,57.0,10.0,9.0
6,5,4,HA,SEA,WA,HNL,HI,15.92,10.0,10.0,0.0,0.0,19.17,375.0,2677.0,11,50.0,75.0,41.0,10.0,11.0
6,5,4,HA,SEA,WA,HNL,HI,18.42,-2.0,0.0,0.0,-1.0,21.58,370.0,2677.0,11,48.0,73.0,41.0,10.0,8.0
6,5,4,HA,SEA,WA,OGG,HI,10.0,12.0,12.0,0.0,0.0,13.17,370.0,2640.0,11,53.0,65.0,66.0,10.0,9.0
6,5,4,MQ,SEA,WA,PHX,AZ,11.4,51.0,51.0,1.0,3.0,14.57,190.0,1107.0,5,52.0,68.0,57.0,10.0,9.0
6,5,4,MQ,SEA,WA,PHX,AZ,15.28,4.0,4.0,0.0,0.0,18.3,181.0,1107.0,5,50.0,75.0,41.0,10.0,11.0
6,5,4,NK,SEA,WA,LAS,NV,6.0,3.0,3.0,0.0,0.0,8.52,151.0,867.0,4,51.0,54.0,90.0,5.0,0.0
6,5,4,NK,SEA,WA,LAS,NV,15.33,65.0,65.0,1.0,4.0,17.85,151.0,867.0,4,50.0,75.0,41.0,10.0,11.0
6,5,4,OO,BLI,WA,SEA,WA,6.0,-6.0,0.0,0.0,-1.0,6.85,51.0,93.0,1,53.0,57.0,87.0,10.0,0.0
6,5,4,OO,BLI,WA,SEA,WA,8.0,-4.0,0.0,0.0,-1.0,8.85,51.0,93.0,1,53.0,63.0,70.0,10.0,3.0
6,5,4,OO,BLI,WA,SEA,WA,12.98,33.0,33.0,1.0,2.0,13.82,50.0,93.0,1,53.0,69.0,57.0,10.0,7.0
6,5,4,OO,BLI,WA,SEA,WA,16.08,16.0,16.0,1.0,1.0,16.97,53.0,93.0,1,54.0,70.0,57.0,10.0,5.0
6,5,4,OO,GEG,WA,BOI,ID,16.32,-5.0,0.0,0.0,-1.0,18.43,67.0,287.0,2,31.0,79.0,17.0,10.0,7.0
6,5,4,OO,GEG,WA,LAX,CA,6.58,-10.0,0.0,0.0,-1.0,9.42,170.0,945.0,4,43.0,58.0,58.0,10.0,5.0
6,5,4,OO,GEG,WA,LAX,CA,14.6,-13.0,0.0,0.0,-1.0,17.37,166.0,945.0,4,31.0,80.0,17.0,10.0,10.0
6,5,4,OO,GEG,WA,ORD,IL,7.0,-3.0,0.0,0.0,-1.0,12.65,219.0,1498.0,6,43.0,63.0,48.0,10.0,5.0
6,5,4,OO,GEG,WA,ORD,IL,11.62,-3.0,0.0,0.0,-1.0,17.25,218.0,1498.0,6,34.0,76.0,22.0,10.0,6.0
6,5,4,OO,GEG,WA,PDX,OR,15.58,-6.0,0.0,0.0,-1.0,16.75,70.0,279.0,2,30.0,79.0,17.0,10.0,7.0
6,5,4,OO,GEG,WA,SEA,WA,5.0,-8.0,0.0,0.0,-1.0,6.33,80.0,224.0,1,43.0,56.0,62.0,10.0,3.0
6,5,4,OO,GEG,WA,SEA,WA,6.17,-6.0,0.0,0.0,-1.0,7.55,83.0,224.0,1,43.0,58.0,58.0,10.0,5.0
6,5,4,OO,GEG,WA,SEA,WA,9.08,69.0,69.0,1.0,4.0,10.48,84.0,224.0,1,40.0,72.0,31.0,10.0,3.0
6,5,4,OO,GEG,WA,SEA,WA,11.25,-5.0,0.0,0.0,-1.0,12.6,81.0,224.0,1,34.0,76.0,22.0,10.0,6.0
6,5,4,OO,GEG,WA,SEA,WA,14.25,-10.0,0.0,0.0,-1.0,15.58,80.0,224.0,1,31.0,80.0,17.0,10.0,10.0
6,5,4,OO,GEG,WA,SEA,WA,15.03,0.0,0.0,0.0,0.0,16.23,72.0,224.0,1,30.0,79.0,17.0,10.0,7.0
6,5,4,OO,GEG,WA,SEA,WA,15.5,2.0,2.0,0.0,0.0,16.82,79.0,224.0,1,30.0,79.0,17.0,10.0,7.0
6,5,4,OO,GEG,WA,SEA,WA,17.67,-9.0,0.0,0.0,-1.0,19.0,80.0,224.0,1,32.0,78.0,19.0,10.0,0.0
6,5,4,OO,GEG,WA,SEA,WA,19.42,-17.0,0.0,0.0,-2.0,20.83,85.0,224.0,1,33.0,75.0,22.0,10.0,6.0
6,5,4,OO,GEG,WA,SFO,CA,7.42,-7.0,0.0,0.0,-1.0,9.75,140.0,733.0,3,43.0,63.0,48.0,10.0,5.0
6,5,4,OO,GEG,WA,SFO,CA,15.48,-9.0,0.0,0.0,-1.0,17.83,141.0,733.0,3,30.0,79.0,17.0,10.0,7.0
6,5,4,OO,GEG,WA,SLC,UT,19.0,-3.0,0.0,0.0,-1.0,21.8,108.0,546.0,3,33.0,75.0,22.0,10.0,6.0
6,5,4,OO,PSC,WA,DEN,CO,12.75,-10.0,0.0,0.0,-1.0,16.3,153.0,852.0,4,47.0,83.0,28.0,10.0,5.0
6,5,4,OO,PSC,WA,LAX,CA,7.0,-8.0,0.0,0.0,-1.0,9.58,155.0,851.0,4,51.0,69.0,53.0,10.0,3.0
6,5,4,OO,PSC,WA,PHX,AZ,5.08,-1.0,0.0,0.0,-1.0,7.83,165.0,962.0,4,52.0,56.0,87.0,10.0,0.0
6,5,4,OO,PSC,WA,PHX,AZ,14.92,-11.0,0.0,0.0,-1.0,17.65,164.0,962.0,4,46.0,86.0,25.0,10.0,8.0
6,5,4,OO,PSC,WA,SEA,WA,5.0,-16.0,0.0,0.0,-2.0,6.2,72.0,172.0,1,52.0,56.0,87.0,10.0,0.0
6,5,4,OO,PSC,WA,SEA,WA,6.0,-7.0,0.0,0.0,-1.0,7.12,67.0,172.0,1,52.0,63.0,68.0,10.0,0.0
6,5,4,OO,PSC,WA,SEA,WA,11.7,-10.0,0.0,0.0,-1.0,12.83,68.0,172.0,1,52.0,81.0,37.0,10.0,3.0
6,5,4,OO,PSC,WA,SEA,WA,13.0,-5.0,0.0,0.0,-1.0,14.23,74.0,172.0,1,46.0,86.0,25.0,10.0,6.0
6,5,4,OO,PSC,WA,SEA,WA,15.87,-1.0,0.0,0.0,-1.0,16.92,63.0,172.0,1,45.0,86.0,24.0,10.0,8.0
6,5,4,OO,PSC,WA,SEA,WA,17.82,-5.0,0.0,0.0,-1.0,19.0,71.0,172.0,1,47.0,85.0,27.0,10.0,7.0
6,5,4,OO,PSC,WA,SFO,CA,6.67,-5.0,0.0,0.0,-1.0,8.75,125.0,620.0,3,52.0,63.0,68.0,10.0,0.0
6,5,4,OO,PSC,WA,SFO,CA,13.6,24.0,24.0,1.0,1.0,15.68,125.0,620.0,3,46.0,86.0,25.0,10.0,6.0
6,5,4,OO,PSC,WA,SLC,UT,9.5,-4.0,0.0,0.0,-1.0,12.15,99.0,521.0,3,50.0,74.0,43.0,10.0,5.0
6,5,4,OO,PSC,WA,SLC,UT,11.65,-5.0,0.0,0.0,-1.0,14.5,111.0,521.0,3,52.0,81.0,37.0,10.0,3.0
6,5,4,OO,PSC,WA,SLC,UT,17.18,-18.0,0.0,0.0,-2.0,19.93,105.0,521.0,3,47.0,85.0,27.0,10.0,7.0
6,5,4,OO,SEA,WA,BLI,WA,11.33,29.0,29.0,1.0,1.0,12.32,59.0,93.0,1,52.0,68.0,57.0,10.0,9.0
6,5,4,OO,SEA,WA,BLI,WA,14.52,38.0,38.0,1.0,2.0,15.42,54.0,93.0,1,49.0,75.0,40.0,10.0,8.0
6,5,4,OO,SEA,WA,BLI,WA,21.27,43.0,43.0,1.0,2.0,22.18,55.0,93.0,1,50.0,66.0,56.0,10.0,11.0
6,5,4,OO,SEA,WA,BLI,WA,23.07,-2.0,0.0,0.0,-1.0,23.98,55.0,93.0,1,50.0,65.0,59.0,10.0,9.0
6,5,4,OO,SEA,WA,BOI,ID,7.5,-11.0,0.0,0.0,-1.0,10.1,96.0,399.0,2,51.0,57.0,81.0,10.0,6.0
6,5,4,OO,SEA,WA,BOI,ID,9.85,43.0,43.0,1.0,2.0,12.37,91.0,399.0,2,52.0,61.0,72.0,10.0,7.0
6,5,4,OO,SEA,WA,BOI,ID,10.58,78.0,78.0,1.0,5.0,13.17,95.0,399.0,2,53.0,65.0,66.0,10.0,9.0
6,5,4,OO,SEA,WA,BOI,ID,11.5,-1.0,0.0,0.0,-1.0,14.02,91.0,399.0,2,52.0,68.0,57.0,10.0,9.0
6,5,4,OO,SEA,WA,BOI,ID,13.67,-5.0,0.0,0.0,-1.0,16.32,99.0,399.0,2,49.0,73.0,43.0,10.0,8.0
6,5,4,OO,SEA,WA,BOI,ID,14.42,-1.0,0.0,0.0,-1.0,16.9,89.0,399.0,2,49.0,75.0,40.0,10.0,8.0
6,5,4,OO,SEA,WA,BOI,ID,16.67,22.0,22.0,1.0,1.0,19.15,89.0,399.0,2,50.0,77.0,39.0,10.0,10.0
6,5,4,OO,SEA,WA,BOI,ID,18.67,71.0,71.0,1.0,4.0,21.1,86.0,399.0,2,48.0,73.0,41.0,10.0,8.0
6,5,4,OO,SEA,WA,BOI,ID,19.92,7.0,7.0,0.0,0.0,22.48,94.0,399.0,2,50.0,69.0,51.0,10.0,9.0
6,5,4,OO,SEA,WA,BOI,ID,21.67,-12.0,0.0,0.0,-1.0,0.2,92.0,399.0,2,50.0,66.0,56.0,10.0,11.0
6,5,4,OO,SEA,WA,EUG,OR,9.48,9.0,9.0,0.0,0.0,10.75,76.0,234.0,1,52.0,61.0,72.0,10.0,7.0
6,5,4,OO,SEA,WA,EUG,OR,15.48,-5.0,0.0,0.0,-1.0,16.72,74.0,234.0,1,50.0,75.0,41.0,10.0,11.0
6,5,4,OO,SEA,WA,EUG,OR,17.67,18.0,18.0,1.0,1.0,18.8,68.0,234.0,1,49.0,75.0,40.0,10.0,14.0
6,5,4,OO,SEA,WA,EUG,OR,20.48,-3.0,0.0,0.0,-1.0,21.62,68.0,234.0,1,51.0,66.0,59.0,10.0,8.0
6,5,4,OO,SEA,WA,EUG,OR,21.67,-5.0,0.0,0.0,-1.0,22.95,77.0,234.0,1,50.0,66.0,56.0,10.0,11.0
6,5,4,OO,SEA,WA,FAT,CA,8.93,24.0,24.0,1.0,1.0,11.18,135.0,748.0,3,52.0,58.0,81.0,10.0,5.0
6,5,4,OO,SEA,WA,FAT,CA,11.58,48.0,48.0,1.0,3.0,13.83,135.0,748.0,3,52.0,68.0,57.0,10.0,9.0
6,5,4,OO,SEA,WA,FAT,CA,19.92,-8.0,0.0,0.0,-1.0,22.12,132.0,748.0,3,50.0,69.0,51.0,10.0,9.0
6,5,4,OO,SEA,WA,GEG,WA,7.17,-8.0,0.0,0.0,-1.0,8.42,75.0,224.0,1,51.0,57.0,81.0,10.0,6.0
6,5,4,OO,SEA,WA,GEG,WA,8.75,-3.0,0.0,0.0,-1.0,9.97,73.0,224.0,1,52.0,58.0,81.0,10.0,5.0
6,5,4,OO,SEA,WA,GEG,WA,11.58,22.0,22.0,1.0,1.0,12.88,78.0,224.0,1,52.0,68.0,57.0,10.0,9.0
6,5,4,OO,SEA,WA,GEG,WA,13.23,0.0,0.0,0.0,0.0,14.37,68.0,224.0,1,49.0,73.0,43.0,10.0,8.0
6,5,4,OO,SEA,WA,GEG,WA,13.53,6.0,6.0,0.0,0.0,14.83,78.0,224.0,1,49.0,73.0,43.0,10.0,8.0
6,5,4,OO,SEA,WA,GEG,WA,15.75,-7.0,0.0,0.0,-1.0,17.0,75.0,224.0,1,50.0,75.0,41.0,10.0,11.0
6,5,4,OO,SEA,WA,GEG,WA,17.57,-4.0,0.0,0.0,-1.0,18.75,71.0,224.0,1,49.0,75.0,40.0,10.0,14.0
6,5,4,OO,SEA,WA,GEG,WA,19.83,26.0,26.0,1.0,1.0,21.08,75.0,224.0,1,50.0,69.0,51.0,10.0,9.0
6,5,4,OO,SEA,WA,GEG,WA,22.92,-4.0,0.0,0.0,-1.0,0.08,70.0,224.0,1,51.0,66.0,59.0,10.0,8.0
6,5,4,OO,SEA,WA,GTF,MT,13.77,5.0,5.0,0.0,0.0,16.48,103.0,512.0,3,49.0,73.0,43.0,10.0,8.0
6,5,4,OO,SEA,WA,LAX,CA,8.0,-5.0,0.0,0.0,-1.0,11.23,194.0,954.0,4,52.0,58.0,81.0,10.0,5.0
6,5,4,OO,SEA,WA,LAX,CA,14.67,-10.0,0.0,0.0,-1.0,17.57,174.0,954.0,4,49.0,75.0,40.0,10.0,8.0
6,5,4,OO,SEA,WA,LWS,ID,19.75,17.0,17.0,1.0,1.0,21.05,78.0,261.0,2,50.0,69.0,51.0,10.0,9.0
6,5,4,OO,SEA,WA,MFR,OR,9.58,-10.0,0.0,0.0,-1.0,11.17,95.0,352.0,2,52.0,61.0,72.0,10.0,7.0
6,5,4,OO,SEA,WA,MFR,OR,14.42,54.0,54.0,1.0,3.0,16.03,97.0,352.0,2,49.0,75.0,40.0,10.0,8.0
6,5,4,OO,SEA,WA,MFR,OR,21.67,1.0,1.0,0.0,0.0,23.15,89.0,352.0,2,50.0,66.0,56.0,10.0,11.0
6,5,4,OO,SEA,WA,MRY,CA,15.67,34.0,34.0,1.0,2.0,18.05,143.0,750.0,4,50.0,75.0,41.0,10.0,11.0
6,5,4,OO,SEA,WA,OAK,CA,9.92,33.0,33.0,1.0,2.0,12.13,133.0,672.0,3,52.0,61.0,72.0,10.0,7.0
6,5,4,OO,SEA,WA,ONT,CA,8.33,-6.0,0.0,0.0,-1.0,11.07,164.0,956.0,4,52.0,58.0,81.0,10.0,5.0
6,5,4,OO,SEA,WA,ONT,CA,11.5,14.0,14.0,0.0,0.0,14.25,165.0,956.0,4,52.0,68.0,57.0,10.0,9.0
6,5,4,OO,SEA,WA,ONT,CA,15.58,16.0,16.0,1.0,1.0,18.33,165.0,956.0,4,50.0,75.0,41.0,10.0,11.0
6,5,4,OO,SEA,WA,ONT,CA,19.92,-10.0,0.0,0.0,-1.0,22.58,160.0,956.0,4,50.0,69.0,51.0,10.0,9.0
6,5,4,OO,SEA,WA,PDX,OR,7.42,-9.0,0.0,0.0,-1.0,8.5,65.0,129.0,1,51.0,57.0,81.0,10.0,6.0
6,5,4,OO,SEA,WA,PDX,OR,9.65,52.0,52.0,1.0,3.0,10.75,66.0,129.0,1,52.0,61.0,72.0,10.0,7.0
6,5,4,OO,SEA,WA,PDX,OR,11.58,58.0,58.0,1.0,3.0,12.68,66.0,129.0,1,52.0,68.0,57.0,10.0,9.0
6,5,4,OO,SEA,WA,PDX,OR,12.97,21.0,21.0,1.0,1.0,13.95,59.0,129.0,1,51.0,71.0,49.0,10.0,13.0
6,5,4,OO,SEA,WA,PDX,OR,13.75,5.0,5.0,0.0,0.0,14.83,65.0,129.0,1,49.0,73.0,43.0,10.0,8.0
6,5,4,OO,SEA,WA,PDX,OR,15.92,18.0,18.0,1.0,1.0,16.98,64.0,129.0,1,50.0,75.0,41.0,10.0,11.0
6,5,4,OO,SEA,WA,PDX,OR,16.0,2.0,2.0,0.0,0.0,17.0,60.0,129.0,1,50.0,77.0,39.0,10.0,10.0
6,5,4,OO,SEA,WA,PDX,OR,18.33,-6.0,0.0,0.0,-1.0,19.33,60.0,129.0,1,48.0,73.0,41.0,10.0,8.0
6,5,4,OO,SEA,WA,PDX,OR,23.17,-10.0,0.0,0.0,-1.0,0.17,60.0,129.0,1,50.0,65.0,59.0,10.0,9.0
6,5,4,OO,SEA,WA,PHX,AZ,6.5,-1.0,0.0,0.0,-1.0,9.53,182.0,1107.0,5,51.0,54.0,90.0,5.0,0.0
6,5,4,OO,SEA,WA,PHX,AZ,17.67,8.0,8.0,0.0,0.0,20.87,192.0,1107.0,5,49.0,75.0,40.0,10.0,14.0
6,5,4,OO,SEA,WA,PSC,WA,9.75,-1.0,0.0,0.0,-1.0,10.97,73.0,172.0,1,52.0,61.0,72.0,10.0,7.0
6,5,4,OO,SEA,WA,PSC,WA,9.93,-6.0,0.0,0.0,-1.0,11.03,66.0,172.0,1,52.0,61.0,72.0,10.0,7.0
6,5,4,OO,SEA,WA,PSC,WA,14.2,-2.0,0.0,0.0,-1.0,15.2,60.0,172.0,1,49.0,75.0,40.0,10.0,8.0
6,5,4,OO,SEA,WA,PSC,WA,15.42,-9.0,0.0,0.0,-1.0,16.48,64.0,172.0,1,50.0,75.0,41.0,10.0,11.0
6,5,4,OO,SEA,WA,PSC,WA,22.25,-10.0,0.0,0.0,-1.0,23.33,65.0,172.0,1,51.0,66.0,59.0,10.0,8.0
6,5,4,OO,SEA,WA,PSC,WA,22.9,0.0,0.0,0.0,0.0,23.98,65.0,172.0,1,51.0,66.0,59.0,10.0,8.0
6,5,4,OO,SEA,WA,PSP,CA,18.67,3.0,3.0,0.0,0.0,21.48,169.0,987.0,4,48.0,73.0,41.0,10.0,8.0
6,5,4,OO,SEA,WA,RDD,CA,16.98,4.0,4.0,0.0,0.0,18.6,97.0,479.0,2,50.0,77.0,39.0,10.0,10.0
6,5,4,OO,SEA,WA,RDM,OR,9.42,-4.0,0.0,0.0,-1.0,10.67,75.0,228.0,1,52.0,61.0,72.0,10.0,7.0
6,5,4,OO,SEA,WA,RDM,OR,17.57,-5.0,0.0,0.0,-1.0,18.82,75.0,228.0,1,49.0,75.0,40.0,10.0,14.0
6,5,4,OO,SEA,WA,RDM,OR,17.75,13.0,13.0,0.0,0.0,18.85,66.0,228.0,1,49.0,75.0,40.0,10.0,14.0
6,5,4,OO,SEA,WA,RDM,OR,21.67,-7.0,0.0,0.0,-1.0,22.93,76.0,228.0,1,50.0,66.0,56.0,10.0,11.0
6,5,4,OO,SEA,WA,SBA,CA,8.08,44.0,44.0,1.0,2.0,10.55,148.0,908.0,4,52.0,58.0,81.0,10.0,5.0
